sequence	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43	PC44	PC45	PC46	PC47	PC48	PC49	PC50	PC51	PC52	PC53	PC54	PC55	PC56	PC57	PC58	PC59	PC60
lcl|NC_073249.2_cds_XP_008966535.1_96	1.131092837738227	1.6155604958033793	-2.2814566064287476	1.6478320687205024	-2.0177771696884195	-1.326546146136009	1.2949835809242958	2.2663224951665715	-0.21263240349990398	-1.0163568992637018	0.22044426149565463	-1.2409378788198202	-0.8573463628786399	1.0843304278684684	-0.31027214095674766	0.3918033106800451	0.6195910262704472	0.393036090317625	0.5909238465627005	1.5927113582369574	2.6516332822827935	0.9036526754237499	0.3819981701443053	-2.1262438421601306	-0.336831650212811	0.5123152707922269	-1.7133824845386874	-1.395477969612028	-1.3173390752039222	0.1709415644477573	0.5698397924950785	0.09419849965923816	-1.601408544933837	0.029451018865966655	0.25490979287681215	0.4525021936016612	0.30608252021477056	0.0028108022208304106	-0.3837134674254935	0.06391379085382093	0.6115452475630976	-1.291317614124297	0.012660561399014366	-0.04432354769148394	1.0685896612017132e-15	-5.821731985378165e-15	4.517219931443606e-15	3.0322966360074588e-15	-1.6167622796103842e-15	5.828670879282072e-16	-2.4980018054066022e-15	7.771561172376096e-16	2.203098814490545e-15	-1.915134717478395e-15	-8.500145032286355e-16	-1.3877787807814457e-17	-1.6167622796103842e-15	-8.6801225929189485e-16	3.9898639947466563e-16	-1.6180633222173668e-15
lcl|NC_073249.2_cds_XP_024783746.2_121	1.20499267193743	-1.2191527445232007	0.4738960644064697	0.2747777882310996	-0.12456387983853077	0.3914233441561642	-0.7764812214273871	0.9214395841548345	1.0047879549023255	-0.30989347607247564	-1.0351602097556172	-1.2463913389734338	-1.3008565684479794	-1.017333176101575	-0.03576458546576305	0.5772623761801392	-0.7457304340326808	1.0199615171874883	0.1785002141475026	-0.5636952203172891	-0.5665899725517339	-0.11973820732461457	0.3367997912903736	-1.4492007676566203	-0.3580245865727034	-0.5736930930309414	-0.14576505938080936	0.7142365182911122	-0.5765108263361276	-0.23245876048491773	-0.7725333672120164	0.22428133925080987	-1.7785635292718713	-0.2935510519448729	-0.6953426989317736	0.330126067712215	-0.1428838916683116	1.2682544679859096	-0.7306004742539318	-1.1854108102452272	-0.5034408376952962	0.9948051088780971	-6.110586490620167e-4	0.010543452010115657	-4.5814047000547475e-15	1.0451708942760263e-15	3.9985376121265404e-16	5.118301615869569e-15	2.6229018956769323e-15	-4.787836793695988e-16	5.689893001203927e-16	6.938893903907228e-16	1.5976803213746393e-15	-8.396061623727746e-16	-1.0451708942760263e-15	2.8796409701215e-16	3.122502256758253e-16	8.397145825900232e-16	6.2363308961366215e-16	-4.4034871235498763e-16
lcl|NC_073249.2_cds_XP_034806041.2_143	2.9559081767578577	-0.18830398410442506	-1.4352997132727319	1.3257010230821904	1.4926794552549802	-0.6781951062558145	-0.33611944428737256	0.7607603622750229	-2.848089263367473	0.9751317047493028	-0.4635603750508387	-0.7940680179786382	0.004424499881940283	-0.08413763794710993	-1.166165598558734	1.217564993243057	0.2748248548760678	0.20688892892906713	-0.2855835020093867	-1.0358415647048091	-0.6876011511884899	0.2341281706179744	-0.638322844665754	0.11245403943701186	0.4901577912032707	0.09159194641475753	0.13240673774881317	-0.2521262732340736	-1.4876185497782635	-0.11815083137043873	-0.4104253331428941	-0.2649061605171402	-0.38492726173567215	0.2688817318458035	-0.058560756778496224	0.3152282214360029	-0.65421424462597	0.042734835111668666	-0.5035373431474932	-0.6215882591997023	-0.25545798572697337	0.7288725358302806	0.00405391314250714	0.003913902281652852	2.9073965457371287e-15	1.3825746103535153e-15	-3.174543961037557e-16	-2.51014486973844e-15	-2.3332030751888055e-15	4.996003610813204e-16	1.27675647831893e-15	-1.5681900222830336e-15	-7.121039868884793e-16	-1.0547118733938987e-15	-1.3634926521177704e-15	-7.216449660063518e-16	5.117434254131581e-16	-5.10550803023424e-16	-1.3660947373317356e-16	-1.3140530330524314e-16
lcl|NC_073249.2_cds_XP_054951084.1_160	0.4859726991432306	0.3970723262148573	1.1540252931850787	-2.749521289195702	-1.2745387950015683	0.5977325447418813	-1.5818273964693237	0.3762921374976361	-0.22066092852280222	0.4756262253028736	0.10566437429106992	0.3611984845733391	0.6040225204473036	1.555712739880293	-0.7195896666054329	-0.9035159209183212	-1.1743187720036221	-0.8589874219704398	0.35399528005035275	-1.7564995053325088	-0.10281470549042204	0.9607696686965337	-1.6346904888990155	0.3142291275945299	0.08290084911275475	-0.2432919650678197	0.7756243729805902	0.10186384705471957	2.3334394198775916	0.7473772907414924	-1.4020970447753882	-0.46006338716910866	1.5803165760084643	-0.26859309712338997	0.7224893023804799	1.475885211315654	-0.20375996429161117	-1.0931257580044198	-0.9560956927908748	-0.4756501226241563	-0.5520198676403116	0.6999454387130433	0.01827081020676139	0.010462182891252973	-2.5673907444456745e-15	1.3426759704060487e-15	-1.97758476261356e-15	7.7021722333370235e-16	-2.338407245616736e-15	-3.316791286067655e-15	1.609823385706477e-15	-1.7763568394002505e-15	-2.8206603719382883e-15	1.1657341758564144e-15	3.119032809806299e-15	3.0531133177191805e-16	1.0200174038743626e-15	5.568462357885551e-16	6.574601973952099e-16	4.152494320619482e-16
lcl|NC_073249.2_cds_XP_054951395.2_195	-0.29165978189279856	0.3300304605137564	1.780875947744415	1.2865872615819116	-1.2792335736686624	-0.5151045148511302	-0.4617217374514768	-3.1485843732193524	-0.0910127514933332	-0.8909878879947644	0.5580311224201503	0.001552336429711235	-1.068677895781244	-0.19599548371438194	0.7093101541762101	1.0056155588815032	-0.6903165063972896	0.9550153849253775	-1.1044134854072067	-0.23336537121892892	-0.16705238268577016	1.7129628559756547	0.2652616576933511	1.3045098262131611	-0.3772428646904294	-0.911951551134546	-0.9248429187374743	-0.46563218824871133	1.274807435508686	-0.4032347860346697	0.07713331564553878	-1.101151745048225	-1.1834333015632772	-0.7237299562795819	-0.2504213231074184	0.0774281060693584	0.9885197471230698	-0.2015227892281617	-0.2754647505285543	0.4049361338575164	-0.7586785932983322	0.587673748248708	0.0012629804898992123	-0.001956733338050783	-4.201500258815827e-15	-2.194425197110661e-15	-1.6930901125533637e-15	-3.011479954295737e-15	-1.249000902703301e-16	-2.7478019859472624e-15	-1.1379786002407855e-15	2.2898349882893854e-15	1.4155343563970746e-15	1.5404344466674047e-15	-7.563394355258879e-16	-1.0581813203458523e-15	1.2732870313669764e-15	8.026890783996432e-16	2.5283594662361963e-16	1.5233040523421337e-17
lcl|NC_073249.2_cds_XP_003824575.3_234	-1.074542950145132	-0.6453591948857003	0.22531124756361876	1.487867569762623	-2.774105548205724	-1.479739363936874	-1.1371723319816485	2.0641196385800966	-0.1891194061774057	-0.5054148196181095	1.4632180051712282	0.6672280280731937	-0.6322550309279966	-0.5691845856109309	0.8220377880882233	-0.30335337326719386	-2.94717149794778	1.3059965992398126	-0.35373067004463576	2.412680954288301	-0.6582711884793897	0.015962049222695396	2.5965130769048295	0.7196398661132891	0.30395421031428305	1.0701688195094654	-0.4939085585868299	-1.21635089327349	0.24022137482496164	0.3015676525638904	3.736772634518832	-0.37386391595208646	1.0558672014026218	0.06639505816319538	0.8315461459032896	2.6217179079184225	-0.0015831484840299337	-1.707333300476379	-0.48936758166784333	0.3487198069350796	-0.3037984910431093	-0.3305971581862839	0.025113179613292697	0.028324829467779172	-2.6645352591003757e-15	4.496403249731884e-15	2.0816681711721685e-15	4.0939474033052647e-16	3.635980405647388e-15	-2.7478019859472624e-15	-6.661338147750939e-15	-1.6653345369377348e-15	-1.124100812432971e-15	-2.7755575615628914e-16	1.6028844918025698e-15	-3.3306690738754696e-16	-2.5396351688300456e-15	-3.0964814046186007e-16	-1.7312540290248535e-15	-1.4922958702090483e-15
lcl|NC_073249.2_cds_XP_034805712.2_239	0.7221045556673934	1.6774196964402774	-1.5862404322565573	-1.0957775795385962	1.0933872689810944	-1.377801337502303	-0.8606799086505388	1.20861960934543	0.708279201611355	-0.7583246064645979	0.5481374833521239	-1.7138281831965003	-0.9883689597194367	0.2595264296364379	1.2843697190067656	0.7612268868491335	-1.166123224207961	-0.4969234497420726	-0.6613475547667665	1.1222786409844177	-1.7801438580979516	0.2032565259053896	2.271931131554832	-1.9867564147500032	0.548653122034633	-1.607039673820519	-0.18592249134625405	-0.8488869886920224	-0.06889927408832215	-0.511037747060389	-0.8193000003012487	1.0838948543563984	-1.0903314981504006	0.09180316985503524	0.36781937559883804	-0.16864141028036647	-1.7429671251086498e-4	1.3596014347028333	-0.20894582331056458	-0.5454153623210966	-0.21121270685254392	0.39459826300941525	-0.015941583413802883	-0.02074514282224135	-1.1631320906424492e-15	-2.329516787802355e-15	-3.2445834213801206e-15	2.750078810509482e-15	4.111728318934027e-15	2.4364191220094256e-15	-1.0182826803983858e-15	3.0149494012476907e-15	2.6172640443800077e-16	-2.53182891318815e-15	-1.3707568066734233e-15	8.621575675604731e-16	-2.3418766925686896e-17	5.5355297168963036e-17	2.739236788784627e-16	-6.136855346811076e-16
lcl|NC_073249.2_cds_XP_034805582.3_261	3.315098243137664	-3.860910187365316	-1.445323813693359	2.177199521090072	-1.8419119970254005	-3.7741886124165847	0.27595329059473495	-0.31896487654129685	3.039126368733054	-0.6811238073574682	0.002765429311078371	1.1873661155274178	1.6949921536347679	-0.0363218659502246	1.06684444939769	-0.39384827111489	-2.438230206785082	-1.0652061599469937	0.6812301920709167	0.5980410746173752	-1.988132079751772	-0.12018882787152356	0.16626055487512245	2.3932586552015467	2.069813375708751	-0.5609572603783234	-1.2432749767067062	1.253251324490552	-0.27043524046165923	0.585802329367104	0.44247021517214447	3.190045634105192	0.7559388092731705	0.39793080812847315	0.9081782628847883	0.2571301834535325	-0.28198718292443	-0.730676917873857	1.102605256529201	-0.7245745122073193	-1.175924401964524	-2.371088067738176	0.02008171123175409	0.0770594345068925	8.205242041370298e-15	-7.8236028766554e-16	-1.5411283360577954e-14	7.670079849031453e-15	3.740063814205996e-15	2.2551405187698492e-15	1.1102230246251565e-15	-8.326672684688674e-16	-3.256075964408467e-15	-7.494005416219807e-16	2.3505503099485736e-15	3.8163916471489756e-17	-5.672545766444159e-16	-1.0235952710435647e-15	-3.707971429900425e-15	-6.675432775993251e-16
lcl|NC_073249.2_cds_XP_034805477.1_279	0.5257172626214883	-0.23648644137308394	-0.2264881711034782	-0.6321403371968276	1.4447597397563676	-0.39713518748275217	-0.9194715006682338	0.08806262234560988	0.3100910217493908	-0.7892155448678179	0.812948743558129	-0.9883984097017905	-1.0986385652358481	0.2800328796159076	0.4787307275833625	-0.555162388782927	0.030832771160607536	0.6411425131948831	0.21225155246472766	-0.309822223012969	-0.0711867481218234	-0.5596557884016455	-0.12742659921241364	-0.09053459851527147	0.19468927790181748	-0.6575673039973285	0.0314534851364842	0.37519713672346594	0.6045426354290347	0.11584314128228962	-0.43932051419052764	-0.2901239824523407	0.2545846605248911	-0.14385860543838794	-0.15626544772823067	0.7414160251519701	-0.9007953618814613	0.09801310627802329	0.2235899593570353	-0.0872590937762224	0.5816427144994449	-0.4591837460372841	-0.006662818498699651	0.012333080296047565	-2.1892210266827306e-15	-5.568462357885551e-16	2.7755575615628914e-17	1.861358289723114e-15	4.215378046623641e-16	1.1657341758564144e-15	-4.718447854656915e-16	3.7470027081099033e-16	-8.309325449928906e-16	-1.1102230246251565e-15	-3.3480163086352377e-16	-2.7755575615628914e-16	5.863365348801608e-16	-4.1210524576174024e-16	3.2699537522162814e-16	7.579115286759919e-16
lcl|NC_073249.2_cds_XP_014198974.4_286	0.2464655189298238	0.12588061617488966	-1.719076980042923	0.6643213435049874	0.5066665196255898	0.6552058932788869	-0.6934942238284882	1.9800910171673278	0.5367748569976172	1.817605335364093	0.15435103473524947	0.606743003970074	-0.9010743475134682	-0.16089573665297957	-0.23658828864688347	-1.2182195543207706	-1.7960087208085616	-0.14788242427646403	0.6967244850234903	1.6945039592869684	-0.1522637527881014	-1.0657893429997387	-1.2742208434895215	-1.6466685623229003	0.27659423116783793	-0.47137408908238415	-0.239487524307403	0.5701721101117643	0.08075198442281599	0.42806341557687005	-1.332762863214409	-1.088840507793511	1.6869314375236864	0.6773795556057931	-0.22001732197364776	-0.6794569795042318	0.7531562856666539	0.35528863442077563	-1.3166309342458498	0.16889835103473866	-0.40886784208437904	0.5564946781474773	-6.361391907123862e-4	-0.007113826708394527	-1.1050188541972261e-15	5.981326545168031e-15	3.923077140921549e-15	2.9394889300426996e-15	-1.95590071916385e-15	-9.454242944073599e-16	1.6653345369377348e-16	1.734723475976807e-16	1.3062467774105357e-15	9.922618282587337e-16	-8.803721640582296e-16	6.765421556309548e-16	-2.255140518769849e-16	8.874194781793854e-17	-6.019490461639521e-16	-5.630532932260346e-16
